Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1207,20,RH,70.04995836802665,8900.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,4,4.0,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,0.0,2.0,1056.0,0.0,0,0.0,1056.0,GasA,3,Y,1,1056.0,0,0,1056.0,1.0,0,1,0,2.0,1,3,5,Typ,0.0,3.461038961038961,Detchd,1966.0,1.0,1.0,384.0,3.0,3.0,1,0,42,0,0,0,0,0,0,11,2006,WD,Normal,107000.0
1208,20,RL,70.0,9135.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5.0,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,4,3,PConc,4.0,3.0,2.0,5.0,340.0,0.0,0,1342.0,1682.0,GasA,5,Y,1,1700.0,0,0,1700.0,1.0,0,2,0,3.0,1,4,7,Typ,0.0,3.461038961038961,Attchd,2003.0,2.0,2.0,544.0,3.0,3.0,1,192,23,0,0,0,0,0,0,5,2006,WD,Normal,200000.0
1209,20,RL,70.0,7763.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7.0,1962,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,0.0,2.0,504.0,0.0,0,319.0,931.0,GasA,3,Y,1,1283.0,0,0,1283.0,1.0,0,1,0,3.0,1,3,6,Typ,0.0,3.461038961038961,Detchd,1980.0,1.0,2.0,506.0,3.0,3.0,1,0,0,0,0,0,0,0,0,10,2008,WD,Normal,140000.0
1210,20,RL,85.0,10182.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRNn,Norm,1Fam,1Story,8,5.0,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,420.0,4,3,PConc,5.0,3.0,1.0,5.0,1220.0,0.0,0,440.0,1660.0,GasA,5,Y,1,1660.0,0,0,1660.0,1.0,0,2,0,3.0,1,4,8,Typ,1.0,4.0,Attchd,2006.0,2.0,2.0,500.0,3.0,3.0,1,322,50,0,0,0,0,0,0,5,2006,New,Partial,290000.0
1211,60,RL,70.0,11218.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5.0,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,PConc,4.0,3.0,0.0,0.0,0.0,0.0,0,1055.0,1055.0,GasA,5,Y,1,1055.0,790,0,1845.0,0.0,0,2,1,3.0,1,4,8,Typ,1.0,3.0,Attchd,1992.0,2.0,2.0,462.0,3.0,3.0,1,445,104,0,0,0,0,0,0,5,2010,WD,Normal,189000.0
1212,50,RL,110.0,12134.0,Pave,IR1,Bnk,AllPub,Inside,Mod,Gilbert,Norm,Norm,1Fam,1.5Fin,8,7.0,1988,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,Wood,4.0,3.0,2.0,5.0,427.0,0.0,0,132.0,559.0,GasA,4,Y,1,1080.0,672,0,1752.0,0.0,0,2,0,4.0,1,3,8,Typ,0.0,3.461038961038961,Basment,1988.0,2.0,2.0,492.0,3.0,3.0,1,325,12,0,0,0,0,0,0,6,2010,WD,Normal,164000.0
1213,30,RL,50.0,9340.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6.0,1941,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,0.0,2.0,344.0,0.0,0,328.0,672.0,GasA,3,Y,1,672.0,0,0,672.0,1.0,0,1,0,2.0,1,3,4,Typ,0.0,3.461038961038961,Attchd,1941.0,1.0,1.0,234.0,3.0,3.0,1,0,113,0,0,0,0,0,0,8,2009,WD,Normal,113000.0
1214,80,RL,70.04995836802665,10246.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,4,7.5,1965,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3.0,3.0,2.0,5.0,648.0,0.0,0,0.0,648.0,GasA,5,Y,1,960.0,0,0,960.0,1.0,0,0,0,0.5,1,3,3,Typ,0.0,3.461038961038961,Attchd,1965.0,1.0,1.0,364.0,3.0,3.0,1,88,0,0,0,0,0,0,0,5,2006,WD,Normal,145000.0
1215,85,RL,69.0,10205.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5.0,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,2.0,3.0,784.0,0.0,0,141.0,925.0,GasA,3,Y,1,999.0,0,0,999.0,1.0,0,1,0,3.0,1,3,6,Typ,0.0,3.461038961038961,Attchd,1962.0,1.0,1.0,300.0,3.0,3.0,1,150,72,0,0,0,0,0,0,5,2006,WD,Normal,134500.0
1216,20,RL,99.0,7094.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5.0,1966,1966,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3.0,3.0,0.0,2.0,180.0,0.0,0,340.0,894.0,GasA,3,Y,1,894.0,0,0,894.0,0.0,0,1,0,3.0,1,3,5,Typ,0.0,3.461038961038961,Detchd,1966.0,2.0,1.0,384.0,3.0,3.0,1,0,0,0,0,0,0,0,0,5,2007,WD,Normal,125000.0
1217,90,RM,68.0,8930.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5.0,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,Slab,3.5797610681658467,3.0,0.6736990154711674,2.6380885453267746,0.0,0.0,0,0.0,40.125,GasA,3,Y,1,1318.0,584,0,1902.0,0.0,0,2,0,4.0,1,3,8,Typ,0.0,3.461038961038961,Attchd,1978.0,1.0,2.0,539.0,3.0,3.0,1,0,0,0,0,0,0,0,0,4,2010,WD,Normal,112000.0
1218,20,FV,72.0,8640.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5.0,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,72.0,4,3,PConc,4.0,3.0,1.0,5.0,936.0,0.0,0,364.0,1300.0,GasA,5,Y,1,1314.0,0,0,1314.0,1.0,0,2,0,3.0,1,4,6,Typ,0.0,3.461038961038961,Attchd,2009.0,2.0,2.0,552.0,3.0,3.0,1,135,112,0,0,0,0,0,0,9,2009,New,Partial,229456.0
1219,50,RM,52.0,6240.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5.0,1947,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,Slab,3.5797610681658467,3.0,0.6736990154711674,2.6380885453267746,0.0,0.0,0,0.0,40.125,GasA,4,N,1,672.0,240,0,912.0,0.0,0,1,0,2.0,1,3,3,Typ,0.0,3.461038961038961,Attchd,1978.5061638868744,1.8165337200870195,0.0,0.0,3.0,3.0,1,0,0,0,0,0,0,0,0,7,2006,WD,Normal,80500.0
1220,160,RM,30.0,1680.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5.0,1971,1971,Gable,CompShg,CemntBd,CmentBd,BrkFace,236.0,3,3,CBlock,3.0,3.0,0.0,0.0,0.0,0.0,0,672.0,672.0,GasA,3,Y,1,672.0,546,0,1218.0,0.0,0,1,1,3.0,1,3,7,Typ,0.0,3.461038961038961,Attchd,1978.5061638868744,1.8165337200870195,0.0,0.0,3.0,3.0,1,201,0,0,0,0,0,0,0,4,2006,WD,Abnorml,91500.0
1221,20,RL,66.0,7800.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5.0,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,0.0,2.0,312.0,0.0,0,0.0,912.0,GasA,3,Y,1,912.0,0,0,912.0,0.0,0,1,0,2.0,1,3,5,Typ,0.0,3.461038961038961,Attchd,1964.0,1.0,1.0,938.0,3.0,3.0,1,0,0,0,0,0,0,0,0,11,2006,WD,Abnorml,115000.0
1222,20,RL,55.0,8250.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5.0,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,0.0,3.0,250.0,0.0,0,210.0,952.0,GasA,5,Y,1,1211.0,0,0,1211.0,0.0,0,1,0,3.0,1,3,5,Typ,1.0,3.0,Attchd,1968.0,1.0,1.0,322.0,3.0,3.0,1,0,63,0,0,0,0,0,0,8,2008,WD,Normal,134000.0
1223,50,RL,78.0,10496.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6.0,1949,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320.0,3,3,CBlock,3.0,3.0,1.0,2.0,196.0,0.0,0,844.0,1040.0,GasA,5,Y,1,1168.0,678,0,1846.0,0.0,0,2,0,3.0,1,3,7,Typ,1.0,4.0,Attchd,1949.0,1.0,1.0,315.0,3.0,3.0,1,0,0,0,0,0,0,0,0,1,2007,WD,Normal,143000.0
1224,20,RL,89.0,10680.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3.5,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,44.0,3,3,CBlock,3.0,3.0,0.0,1.0,756.0,0.0,0,1380.0,2053.125,GasA,3,N,1,2136.0,0,0,2136.0,0.0,0,2,0,4.0,1,3,7,Mod,0.0,3.461038961038961,Detchd,1951.0,1.0,2.0,528.0,3.0,3.0,1,0,30,0,0,0,0,0,0,10,2006,WD,Normal,137900.0
1225,60,RL,60.0,15384.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5.0,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,2.0,5.0,724.0,0.0,0,64.0,788.0,GasA,5,Y,1,788.0,702,0,1490.0,1.0,0,2,1,3.0,1,4,8,Typ,1.0,4.0,Attchd,2004.0,3.0,2.0,388.0,3.0,3.0,1,100,75,0,0,0,0,0,0,2,2008,WD,Normal,184000.0
1226,80,RL,65.0,10482.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7.5,1958,1958,Hip,CompShg,VinylSd,VinylSd,BrkFace,63.0,3,3,CBlock,3.0,3.0,2.0,5.0,507.0,0.0,0,81.0,588.0,GasA,5,Y,1,1138.0,0,0,1138.0,0.0,0,1,0,3.0,1,3,6,Typ,0.0,3.461038961038961,Attchd,1958.0,2.0,1.0,264.0,3.0,3.0,1,224,0,0,0,0,0,0,0,6,2007,WD,Normal,145000.0
1227,60,RL,86.0,14598.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Feedr,Norm,1Fam,2Story,6,5.0,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,74.0,4,3,PConc,4.0,3.0,1.0,0.0,0.0,0.0,0,894.0,894.0,GasA,5,Y,1,894.0,1039,0,1933.0,0.0,0,2,1,4.0,1,4,9,Typ,1.0,4.0,BuiltIn,2007.0,3.0,3.0,668.0,3.0,3.0,1,100,18,0,0,0,0,0,0,1,2008,WD,Normal,214000.0
1228,20,RL,72.0,8872.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7.5,1965,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,300.0,3,3,CBlock,3.0,3.0,0.0,4.0,595.0,0.0,0,317.0,912.0,GasA,5,Y,1,912.0,0,0,912.0,1.0,0,1,0,2.0,1,4,5,Typ,0.0,3.461038961038961,Detchd,1992.0,1.0,2.0,576.0,3.0,3.0,1,0,190,0,0,0,0,0,0,12,2008,WD,Normal,147000.0
1229,120,RL,65.0,8769.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5.0,2008,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,490.0,5,3,PConc,5.0,3.0,0.0,5.0,1540.0,0.0,0,162.0,1702.0,GasA,5,Y,1,1702.0,0,0,1702.0,1.0,0,1,1,1.0,1,5,7,Typ,1.0,4.0,Attchd,2008.0,3.0,3.0,938.5,3.0,3.0,1,0,72,0,0,0,0,0,0,10,2008,New,Partial,340037.5
1230,80,RL,70.0,7910.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5.0,1960,1960,Hip,CompShg,BrkFace,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,0.0,4.0,666.0,0.0,0,409.0,1075.0,GasA,4,Y,1,1507.0,0,0,1507.0,0.0,0,2,0,4.0,1,3,7,Maj1,0.0,3.461038961038961,Basment,1960.0,1.0,1.0,404.0,3.0,3.0,1,0,0,0,0,0,0,0,0,8,2008,WD,Normal,127000.0
1231,90,RL,70.04995836802665,17714.375,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5.0,1977,1977,Shed,CompShg,Plywood,Plywood,None,1.0,3,3,CBlock,4.0,3.0,0.0,5.0,498.0,0.0,0,652.0,1361.0,GasA,5,Y,1,1361.0,1259,0,2620.0,0.0,0,2,2,4.0,1,3,10,Typ,1.0,3.0,BuiltIn,1977.0,2.0,2.0,600.0,3.0,3.0,1,155,24,0,0,0,0,0,0,8,2007,WD,Normal,190000.0
1232,90,RL,70.0,7728.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,5,6.0,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120.0,3,3,CBlock,3.0,3.0,2.0,4.0,803.0,0.0,0,303.0,1106.0,GasA,3,Y,1,1190.0,0,0,1190.0,1.0,0,1,0,3.0,1,3,6,Typ,0.0,3.461038961038961,Attchd,1962.0,1.0,2.0,540.0,3.0,3.0,1,0,18,0,0,0,0,0,0,5,2006,WD,Normal,132500.0
1233,90,RL,70.0,9842.0,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5.0,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,Slab,3.5797610681658467,3.0,0.6736990154711674,2.6380885453267746,0.0,0.0,0,0.0,40.125,GasA,3,Y,1,1224.0,0,0,1224.0,0.0,0,2,0,2.0,1,3,6,Typ,0.0,3.461038961038961,CarPort,1962.0,1.0,2.0,462.0,3.0,3.0,1,0,0,0,0,0,0,0,0,3,2007,WD,Normal,101800.0
1234,20,RL,70.04995836802665,12160.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5.0,1959,1959,Hip,CompShg,Plywood,Plywood,BrkFace,180.0,3,3,CBlock,3.0,3.0,0.0,2.0,1000.0,0.0,0,188.0,1188.0,GasA,2,Y,1,1188.0,0,0,1188.0,1.0,0,1,0,3.0,1,3,6,Typ,0.0,3.461038961038961,Attchd,1959.0,2.0,2.0,531.0,3.0,3.0,1,0,0,0,0,0,0,0,0,5,2010,COD,Abnorml,142000.0
1235,70,RH,55.0,8525.0,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,5,6.0,1911,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3.0,3.0,2.0,0.0,0.0,0.0,0,940.0,940.0,GasA,3,N,1,1024.0,940,0,1964.0,0.0,0,1,1,4.0,1,3,7,Typ,0.0,3.461038961038961,Attchd,1978.5061638868744,1.8165337200870195,0.0,0.0,3.0,3.0,1,0,190,0,0,0,0,0,0,11,2008,WD,Abnorml,130000.0
1236,70,RL,96.0,13132.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,5,5.0,1914,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4.0,3.0,1.0,0.0,0.0,0.0,0,747.0,747.0,GasA,4,Y,1,892.0,892,0,1784.0,0.0,0,1,1,4.0,1,3,9,Typ,0.0,3.461038961038961,Detchd,1914.0,1.0,1.0,180.0,3.0,3.0,1,203,40,0,0,0,0,0,0,7,2006,WD,Normal,138887.0
1237,160,RL,36.0,2628.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5.0,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,4,3,PConc,4.0,3.0,0.0,0.0,0.0,0.0,0,764.0,764.0,GasA,5,Y,1,764.0,862,0,1626.0,0.0,0,2,1,2.0,1,4,6,Typ,0.0,3.461038961038961,BuiltIn,2003.0,2.0,2.0,474.0,3.0,3.0,1,0,27,0,0,0,0,0,0,6,2010,WD,Normal,175500.0
1238,60,RL,41.0,12393.0,Pave,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5.0,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,0.0,0.0,0.0,0.0,0,847.0,847.0,GasA,5,Y,1,847.0,1101,0,1948.0,0.0,0,2,1,4.0,1,4,8,Typ,1.0,4.0,BuiltIn,2004.0,3.0,2.0,434.0,3.0,3.0,1,100,48,0,0,0,0,0,0,9,2006,WD,Normal,195000.0
1239,20,RL,63.0,13072.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5.0,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,0.0,0.0,0.0,0.0,0,1141.0,1141.0,GasA,5,Y,1,1141.0,0,0,1141.0,0.0,0,1,1,3.0,1,3,6,Typ,0.0,3.461038961038961,Detchd,2005.0,1.0,2.0,484.0,3.0,3.0,1,0,0,0,0,0,0,0,0,3,2006,WD,Abnorml,142500.0
1240,20,RL,64.0,9037.0,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5.0,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,32.0,4,3,PConc,4.0,3.0,2.0,5.0,428.0,0.0,0,1048.0,1476.0,GasA,5,Y,1,1484.0,0,0,1484.0,0.0,0,2,0,2.0,1,5,6,Typ,1.0,4.0,Attchd,2006.0,2.0,2.0,472.0,3.0,3.0,1,120,33,0,0,0,0,0,0,12,2007,WD,Normal,265900.0
1241,60,RL,65.0,8158.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5.0,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,252.0,4,3,PConc,4.0,3.0,0.0,5.0,550.0,0.0,0,334.0,884.0,GasA,5,Y,1,884.0,884,0,1768.0,1.0,0,2,1,3.0,1,4,8,Typ,0.0,3.461038961038961,Attchd,2003.0,2.0,2.0,543.0,3.0,3.0,1,0,63,0,0,0,0,0,0,7,2008,WD,Normal,224900.0
1242,20,RL,83.0,9849.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,6.0,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,4,3,PConc,4.0,3.0,2.0,0.0,0.0,0.0,0,1685.5,1689.0,GasA,5,Y,1,1689.0,0,0,1689.0,0.0,0,2,0,3.0,1,4,7,Typ,0.0,3.461038961038961,Attchd,2007.0,2.0,3.0,938.5,3.0,3.0,1,0,56,0,0,0,0,0,0,6,2007,New,Partial,248328.0
1243,85,RL,85.0,10625.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,7,6.0,1974,1974,Gable,CompShg,Plywood,Plywood,BrkFace,81.0,3,3,CBlock,4.0,3.0,2.5,5.0,885.0,0.0,0,0.0,1053.0,GasA,3,Y,1,1173.0,0,0,1173.0,1.0,0,2,0,3.0,1,4,6,Typ,2.0,3.0,Attchd,1974.0,2.0,2.0,528.0,3.0,3.0,1,0,120,0,0,0,0,0,0,1,2010,WD,Family,170000.0
1244,20,RL,107.0,13891.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5.0,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,103.68526170798899,5,3,PConc,5.0,3.0,2.5,5.0,1386.0,0.0,0,690.0,2053.125,GasA,5,Y,1,2076.0,0,0,2076.0,1.0,0,2,1,2.0,1,5,7,Typ,1.0,4.0,Attchd,2006.0,3.0,3.0,850.0,3.0,3.0,1,216,190,0,0,0,0,0,0,9,2006,New,Partial,340037.5
1245,70,RL,70.04995836802665,11435.0,Pave,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,7.0,1929,1950,Gable,CompShg,BrkFace,Stucco,None,0.0,3,3,PConc,4.0,3.0,0.0,0.0,0.0,0.0,0,792.0,792.0,GasA,2,Y,1,792.0,725,0,1517.0,0.0,0,1,0,3.0,1,4,7,Typ,2.0,4.0,Detchd,1931.0,1.0,2.0,400.0,3.0,3.0,1,0,0,0,0,0,0,0,0,6,2006,WD,Normal,230000.0
1246,80,RL,78.0,12090.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,7.0,1984,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,3,3,CBlock,4.0,3.0,0.0,0.0,0.0,0.0,0,585.0,585.0,GasA,5,Y,1,1140.0,728,0,1868.0,0.0,0,3,1,3.0,1,3,7,Typ,1.0,3.0,BuiltIn,1984.0,3.0,2.0,477.0,3.0,3.0,1,268,112,0,0,0,0,0,0,1,2007,WD,Abnorml,178000.0
1247,60,FV,65.0,8125.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5.0,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,0.0,0.0,0.0,0.0,0,756.0,756.0,GasA,5,Y,1,756.0,797,0,1553.0,0.0,0,2,1,3.0,1,4,6,Typ,0.0,3.461038961038961,Attchd,2005.0,2.0,2.0,615.0,3.0,3.0,1,0,45,0,0,0,0,0,0,3,2006,New,Partial,186500.0
1248,80,RL,70.04995836802665,12328.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5.0,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,335.0,3,3,CBlock,3.0,3.0,2.0,5.0,539.0,0.0,0,473.0,1012.0,GasA,3,Y,1,1034.0,0,0,1034.0,1.0,0,1,0,3.0,1,3,6,Typ,0.0,3.461038961038961,Attchd,1976.0,1.0,3.0,888.0,3.0,3.0,1,0,0,0,0,0,0,0,0,5,2010,WD,Normal,169900.0
1249,75,RM,60.0,9600.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,5.0,1917,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,BrkTil,4.0,3.0,0.0,2.0,319.0,0.0,0,416.0,735.0,OthW,2,N,1,1134.0,924,0,2058.0,0.0,0,1,1,3.0,1,3,8,Typ,1.0,4.0,Detchd,1950.0,1.0,2.0,938.0,3.0,3.0,1,0,0,0,0,0,0,0,0,4,2008,WD,Normal,129500.0
1250,20,RL,60.0,7200.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7.0,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,0.0,3.0,534.0,0.0,0,246.0,876.0,GasA,3,Y,1,988.0,0,0,988.0,0.0,0,1,0,3.0,1,3,6,Typ,0.0,3.461038961038961,Attchd,1950.0,1.0,1.0,276.0,3.0,3.0,1,0,80,0,0,0,0,0,0,5,2007,WD,Normal,119000.0
1251,20,RL,93.0,11160.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5.0,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0.0,4,3,CBlock,3.0,3.0,0.0,4.0,1065.0,0.0,0,1045.0,2053.125,GasA,5,Y,1,2110.0,0,0,2110.0,1.0,0,2,1,3.0,1,5,8,Typ,2.0,3.0,Attchd,1968.0,3.0,2.0,522.0,3.0,3.0,1,0,0,0,0,0,0,0,0,4,2010,WD,Normal,244000.0
1252,120,RL,70.04995836802665,3136.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5.0,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,163.0,4,3,PConc,4.0,3.0,0.0,0.0,0.0,0.0,0,1405.0,1405.0,GasA,5,Y,1,1405.0,0,0,1405.0,0.0,0,2,0,2.0,1,4,6,Typ,1.0,4.0,Attchd,2003.0,2.0,2.0,478.0,3.0,3.0,1,148,36,0,0,0,0,0,0,3,2006,WD,Normal,171750.0
1253,20,RL,62.0,9858.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6.0,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,0.0,3.0,510.0,0.0,0,354.0,864.0,GasA,3,Y,1,874.0,0,0,874.0,1.0,0,1,0,3.0,1,3,5,Typ,0.0,3.461038961038961,Attchd,1968.0,2.0,1.0,288.0,3.0,3.0,1,33,0,0,0,0,0,0,0,11,2009,WD,Normal,130000.0
1254,60,RL,70.04995836802665,17542.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,7,7.0,1974,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,3.0,3.0,2.5,1.0,125.0,0.0,0,36.0,1192.0,GasA,3,Y,1,1516.0,651,0,2167.0,1.0,0,2,1,3.0,1,4,9,Typ,2.0,4.0,Attchd,1974.0,2.0,2.0,518.0,3.0,3.0,1,220,47,0,0,0,0,0,0,7,2007,WD,Normal,294000.0
